"response_id","customer_id","date_key","year_month","nps_score","nps_category","nps_value","reason","feature_request","plan_tier","country","acquisition_channel","submitted_at"
"3a73b341-c59","2cb8b6b5-82bd-4062-a089-ef927938c749",20250301,"2025-03",10,"Promoter",1,"Great value","","pro","US","referral","2025-03-01 17:45:59+01"
"edb2048f-849","2cb8b6b5-82bd-4062-a089-ef927938c749",20250601,"2025-06",9,"Promoter",1,"Super easy to use","More integrations","pro","US","referral","2025-06-01 02:08:41+01"
"3b92b0ed-3f0","f7102b3c-2a36-4241-b937-216f8b0e9ff1",20240301,"2024-03",3,"Detractor",-1,"Missing integrations I need","Better reporting","business","NG","referral","2024-03-01 12:51:00+01"
"f16c635a-13b","f7102b3c-2a36-4241-b937-216f8b0e9ff1",20240601,"2024-06",9,"Promoter",1,"Great value","Better reporting","business","NG","referral","2024-06-01 16:12:47+01"
"b83c8874-738","f7102b3c-2a36-4241-b937-216f8b0e9ff1",20240901,"2024-09",9,"Promoter",1,"Love the kanban board","More integrations","business","NG","referral","2024-09-01 17:06:21+01"
"aef90d1e-acb","f7102b3c-2a36-4241-b937-216f8b0e9ff1",20241201,"2024-12",10,"Promoter",1,"Great value","Mobile app improvements","business","NG","referral","2024-12-01 05:49:33+01"
"0a2c8127-fef","f7102b3c-2a36-4241-b937-216f8b0e9ff1",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","API docs","business","NG","referral","2025-03-01 01:56:34+01"
"1422ff23-828","f7102b3c-2a36-4241-b937-216f8b0e9ff1",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","Better reporting","business","NG","referral","2025-06-01 17:57:03+01"
"d887a44e-1f1","ac0a5491-1fee-4445-9069-e30842ba07b1",20240901,"2024-09",0,"Detractor",-1,"Missing integrations I need","","pro","KE","organic_search","2024-09-01 08:43:27+01"
"1411270e-fed","ac0a5491-1fee-4445-9069-e30842ba07b1",20241201,"2024-12",9,"Promoter",1,"Saves me hours every week","More integrations","pro","KE","organic_search","2024-12-01 16:10:33+01"
"768acc3e-24c","ac0a5491-1fee-4445-9069-e30842ba07b1",20250301,"2025-03",5,"Detractor",-1,"Confusing onboarding","API docs","pro","KE","organic_search","2025-03-01 01:48:38+01"
"454e8cd8-9b8","ac0a5491-1fee-4445-9069-e30842ba07b1",20250601,"2025-06",10,"Promoter",1,"Super easy to use","Bulk actions","pro","KE","organic_search","2025-06-01 05:31:31+01"
"2f374410-8ff","ea0df53d-4a19-4899-967a-bdd9a7fec944",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","","business","DE","organic_search","2025-03-01 23:41:27+01"
"1fa1d028-945","ea0df53d-4a19-4899-967a-bdd9a7fec944",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","","business","DE","organic_search","2025-06-01 22:46:38+01"
"a36a93e3-d53","862d62bc-3fee-495e-aa1d-0d484ef6b32d",20240901,"2024-09",6,"Detractor",-1,"Support was slow","Bulk actions","business","NG","google_ads","2024-09-01 16:54:03+01"
"cc118c05-f23","862d62bc-3fee-495e-aa1d-0d484ef6b32d",20241201,"2024-12",10,"Promoter",1,"Great value","API docs","business","NG","google_ads","2024-12-01 06:32:01+01"
"08749ea2-a7f","862d62bc-3fee-495e-aa1d-0d484ef6b32d",20250301,"2025-03",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","business","NG","google_ads","2025-03-01 21:07:32+01"
"817bc000-56b","862d62bc-3fee-495e-aa1d-0d484ef6b32d",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","API docs","business","NG","google_ads","2025-06-01 19:40:01+01"
"63d92cbf-762","69c7de0e-77d6-4df4-9730-ee039cdae880",20240602,"2024-06",8,"Passive",0,"Some bugs occasionally","More integrations","pro","GH","google_ads","2024-06-02 00:19:15+01"
"25f4e390-1d3","69c7de0e-77d6-4df4-9730-ee039cdae880",20240901,"2024-09",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","GH","google_ads","2024-09-01 07:09:22+01"
"747e1ec4-4e2","69c7de0e-77d6-4df4-9730-ee039cdae880",20241201,"2024-12",8,"Passive",0,"Decent price","Bulk actions","pro","GH","google_ads","2024-12-01 08:21:31+01"
"fb614a45-cf2","69c7de0e-77d6-4df4-9730-ee039cdae880",20250301,"2025-03",1,"Detractor",-1,"Support was slow","More integrations","pro","GH","google_ads","2025-03-01 11:16:49+01"
"7e60f2db-5ff","69c7de0e-77d6-4df4-9730-ee039cdae880",20250601,"2025-06",10,"Promoter",1,"Great value","","pro","GH","google_ads","2025-06-01 07:12:50+01"
"3db53da4-73f","64c8f2c9-3223-4fe8-833e-c5224a617291",20240601,"2024-06",8,"Passive",0,"Decent price","","starter","NG","referral","2024-06-01 03:03:22+01"
"c2b9d331-527","64c8f2c9-3223-4fe8-833e-c5224a617291",20240901,"2024-09",10,"Promoter",1,"Love the kanban board","Bulk actions","starter","NG","referral","2024-09-01 04:47:25+01"
"42fd8032-c26","64c8f2c9-3223-4fe8-833e-c5224a617291",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","API docs","starter","NG","referral","2024-12-01 05:29:57+01"
"6f106225-467","64c8f2c9-3223-4fe8-833e-c5224a617291",20250302,"2025-03",10,"Promoter",1,"Super easy to use","Mobile app improvements","starter","NG","referral","2025-03-02 00:15:58+01"
"e5ba28f0-f89","64c8f2c9-3223-4fe8-833e-c5224a617291",20250601,"2025-06",9,"Promoter",1,"Super easy to use","","starter","NG","referral","2025-06-01 04:10:22+01"
"83517335-90f","b271b998-0f20-4f80-af0b-2956bc07b347",20240601,"2024-06",4,"Detractor",-1,"Too expensive for what it offers","API docs","business","NG","organic_search","2024-06-01 07:16:35+01"
"4f73767d-4f6","b271b998-0f20-4f80-af0b-2956bc07b347",20240901,"2024-09",9,"Promoter",1,"Best tool for my team","Better reporting","business","NG","organic_search","2024-09-01 10:11:59+01"
"0888b2ab-c9e","b271b998-0f20-4f80-af0b-2956bc07b347",20241201,"2024-12",7,"Passive",0,"Good but missing a few features","More integrations","business","NG","organic_search","2024-12-01 20:48:24+01"
"52207a5e-87a","b271b998-0f20-4f80-af0b-2956bc07b347",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","","business","NG","organic_search","2025-03-01 03:15:14+01"
"bbbf5673-86e","b271b998-0f20-4f80-af0b-2956bc07b347",20250601,"2025-06",7,"Passive",0,"Decent price","Better reporting","business","NG","organic_search","2025-06-01 02:23:13+01"
"0bb8a66f-42a","81e5f83a-4a74-40e8-a605-c553c6efd4b3",20250301,"2025-03",4,"Detractor",-1,"Confusing onboarding","Mobile app improvements","starter","KE","referral","2025-03-01 18:15:13+01"
"29a64d16-c27","81e5f83a-4a74-40e8-a605-c553c6efd4b3",20250601,"2025-06",6,"Detractor",-1,"Keeps crashing on mobile","Better reporting","starter","KE","referral","2025-06-01 07:59:21+01"
"72a07680-040","3fdb1bfd-5fb9-4adc-bccf-65a225619dc8",20240901,"2024-09",3,"Detractor",-1,"Too expensive for what it offers","Mobile app improvements","business","US","organic_search","2024-09-01 23:07:36+01"
"67ebae6e-81e","3fdb1bfd-5fb9-4adc-bccf-65a225619dc8",20241201,"2024-12",6,"Detractor",-1,"Keeps crashing on mobile","API docs","business","US","organic_search","2024-12-01 09:12:31+01"
"795a95bc-5e9","3fdb1bfd-5fb9-4adc-bccf-65a225619dc8",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Bulk actions","business","US","organic_search","2025-03-01 23:51:39+01"
"fe1f9387-0d9","3fdb1bfd-5fb9-4adc-bccf-65a225619dc8",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","Bulk actions","business","US","organic_search","2025-06-01 09:18:38+01"
"e1404777-781","93c580ac-7e27-484d-ac38-436fec63ee47",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Better reporting","starter","GB","referral","2025-06-01 15:43:42+01"
"a892d74a-7a8","60ff5abd-7da5-4ab2-bb1b-2c2778299464",20240901,"2024-09",9,"Promoter",1,"Super easy to use","Mobile app improvements","starter","US","organic_search","2024-09-01 06:57:38+01"
"3a3ca420-9c8","60ff5abd-7da5-4ab2-bb1b-2c2778299464",20241201,"2024-12",8,"Passive",0,"Works well enough","","starter","US","organic_search","2024-12-01 10:54:30+01"
"57446ba2-c0e","60ff5abd-7da5-4ab2-bb1b-2c2778299464",20250301,"2025-03",9,"Promoter",1,"Super easy to use","Bulk actions","starter","US","organic_search","2025-03-01 09:13:25+01"
"0de882a8-e5a","60ff5abd-7da5-4ab2-bb1b-2c2778299464",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","Better reporting","starter","US","organic_search","2025-06-01 03:12:31+01"
"ea1c0753-f16","fc6c2e89-eed5-4057-ac46-b1ca0a33457f",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","Better reporting","pro","ZA","referral","2025-03-01 06:44:11+01"
"4619e3a3-c83","fc6c2e89-eed5-4057-ac46-b1ca0a33457f",20250601,"2025-06",9,"Promoter",1,"Super easy to use","More integrations","pro","ZA","referral","2025-06-01 18:53:59+01"
"8a0463c1-4c1","6c388762-0c3f-494a-88b3-e215bade85c4",20240901,"2024-09",9,"Promoter",1,"Best tool for my team","API docs","starter","NG","google_ads","2024-09-01 13:14:51+01"
"f132be0e-5e3","6c388762-0c3f-494a-88b3-e215bade85c4",20241201,"2024-12",10,"Promoter",1,"Best tool for my team","API docs","starter","NG","google_ads","2024-12-01 15:02:39+01"
"442ba0d6-90d","6c388762-0c3f-494a-88b3-e215bade85c4",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","starter","NG","google_ads","2025-03-01 20:45:33+01"
"1adb9f8e-dfa","6c388762-0c3f-494a-88b3-e215bade85c4",20250601,"2025-06",8,"Passive",0,"Some bugs occasionally","Bulk actions","starter","NG","google_ads","2025-06-01 15:05:38+01"
"0e582fa7-b51","2db45d77-a364-4c33-84a8-80a6ebbff3b1",20240301,"2024-03",9,"Promoter",1,"Super easy to use","Better reporting","starter","US","google_ads","2024-03-01 09:25:27+01"
"c41ac955-8a9","2db45d77-a364-4c33-84a8-80a6ebbff3b1",20240601,"2024-06",8,"Passive",0,"Works well enough","More integrations","starter","US","google_ads","2024-06-01 22:54:06+01"
"77ca8f7c-c41","2db45d77-a364-4c33-84a8-80a6ebbff3b1",20240901,"2024-09",10,"Promoter",1,"Super easy to use","Bulk actions","starter","US","google_ads","2024-09-01 22:08:59+01"
"3e16aae0-088","2db45d77-a364-4c33-84a8-80a6ebbff3b1",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","starter","US","google_ads","2024-12-01 10:22:37+01"
"11b0298d-5ac","2db45d77-a364-4c33-84a8-80a6ebbff3b1",20250301,"2025-03",7,"Passive",0,"Good but missing a few features","Better reporting","starter","US","google_ads","2025-03-01 03:47:58+01"
"400dd011-f75","2db45d77-a364-4c33-84a8-80a6ebbff3b1",20250601,"2025-06",9,"Promoter",1,"Great value","Mobile app improvements","starter","US","google_ads","2025-06-01 13:16:50+01"
"d728ddd7-0b0","5f90c6d9-95c6-438d-b1a8-95f09342bad9",20240901,"2024-09",7,"Passive",0,"Works well enough","Mobile app improvements","pro","US","organic_search","2024-09-01 12:49:35+01"
"77c7fdd3-e3e","5f90c6d9-95c6-438d-b1a8-95f09342bad9",20241201,"2024-12",9,"Promoter",1,"Love the kanban board","","pro","US","organic_search","2024-12-01 11:57:53+01"
"f0dec0a5-672","5f90c6d9-95c6-438d-b1a8-95f09342bad9",20250301,"2025-03",3,"Detractor",-1,"Keeps crashing on mobile","API docs","pro","US","organic_search","2025-03-01 15:09:18+01"
"ef487897-6bb","5f90c6d9-95c6-438d-b1a8-95f09342bad9",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Mobile app improvements","pro","US","organic_search","2025-06-01 02:49:47+01"
"a7c77e31-6fe","56758a1e-db52-40b8-b940-e8a6a7404376",20240901,"2024-09",9,"Promoter",1,"Love the kanban board","Mobile app improvements","starter","DE","organic_search","2024-09-01 14:54:06+01"
"8215364b-016","56758a1e-db52-40b8-b940-e8a6a7404376",20241201,"2024-12",9,"Promoter",1,"Great value","","starter","DE","organic_search","2024-12-01 13:20:54+01"
"f29442e7-290","56758a1e-db52-40b8-b940-e8a6a7404376",20250301,"2025-03",10,"Promoter",1,"Super easy to use","More integrations","starter","DE","organic_search","2025-03-01 16:01:14+01"
"d3005615-4de","56758a1e-db52-40b8-b940-e8a6a7404376",20250601,"2025-06",7,"Passive",0,"Good but missing a few features","Mobile app improvements","starter","DE","organic_search","2025-06-01 22:06:12+01"
"82bc4844-6df","47a8b860-a191-4082-aa30-65855d930835",20250301,"2025-03",10,"Promoter",1,"Super easy to use","","starter","US","referral","2025-03-01 20:10:08+01"
"07390f3e-4a6","47a8b860-a191-4082-aa30-65855d930835",20250601,"2025-06",8,"Passive",0,"Some bugs occasionally","","starter","US","referral","2025-06-01 03:45:32+01"
"b0574686-ed5","401c7c37-cb4a-4776-9952-9b593cbf9688",20240601,"2024-06",8,"Passive",0,"Good but missing a few features","Better reporting","business","NG","organic_search","2024-06-01 04:50:03+01"
"3d259569-881","401c7c37-cb4a-4776-9952-9b593cbf9688",20240901,"2024-09",9,"Promoter",1,"Saves me hours every week","Bulk actions","business","NG","organic_search","2024-09-01 14:33:04+01"
"b95290e4-f8b","401c7c37-cb4a-4776-9952-9b593cbf9688",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","API docs","business","NG","organic_search","2024-12-01 08:57:24+01"
"1ac60389-f98","401c7c37-cb4a-4776-9952-9b593cbf9688",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","API docs","business","NG","organic_search","2025-03-01 08:48:55+01"
"47fcee90-9ed","401c7c37-cb4a-4776-9952-9b593cbf9688",20250601,"2025-06",5,"Detractor",-1,"Missing integrations I need","Bulk actions","business","NG","organic_search","2025-06-01 22:12:37+01"
"58a4636f-ce5","5de01c01-4872-4fc2-b79c-72257b7476ec",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","business","NG","product_hunt","2024-12-01 21:54:21+01"
"11c5f505-f94","5de01c01-4872-4fc2-b79c-72257b7476ec",20250301,"2025-03",9,"Promoter",1,"Best tool for my team","Mobile app improvements","business","NG","product_hunt","2025-03-01 18:35:15+01"
"9a1f1e50-ab4","5de01c01-4872-4fc2-b79c-72257b7476ec",20250601,"2025-06",9,"Promoter",1,"Great value","Mobile app improvements","business","NG","product_hunt","2025-06-01 12:28:10+01"
"c951c2e0-0bf","6e7b7f03-652d-491a-a12e-d8b58b9c741e",20250301,"2025-03",3,"Detractor",-1,"Too expensive for what it offers","Mobile app improvements","pro","ZA","google_ads","2025-03-01 17:47:10+01"
"9ebece64-985","6e7b7f03-652d-491a-a12e-d8b58b9c741e",20250601,"2025-06",8,"Passive",0,"Some bugs occasionally","More integrations","pro","ZA","google_ads","2025-06-01 23:34:44+01"
"1d180f54-d94","cad2f92d-b30a-4445-885a-9a20888fb847",20240301,"2024-03",9,"Promoter",1,"Best tool for my team","Better reporting","business","NG","organic_search","2024-03-01 09:01:39+01"
"1de887d1-19f","cad2f92d-b30a-4445-885a-9a20888fb847",20240601,"2024-06",10,"Promoter",1,"Super easy to use","More integrations","business","NG","organic_search","2024-06-01 22:28:48+01"
"2191612b-762","cad2f92d-b30a-4445-885a-9a20888fb847",20240901,"2024-09",7,"Passive",0,"Decent price","Bulk actions","business","NG","organic_search","2024-09-01 18:14:02+01"
"2f793fe0-1e9","cad2f92d-b30a-4445-885a-9a20888fb847",20241201,"2024-12",8,"Passive",0,"Decent price","API docs","business","NG","organic_search","2024-12-01 13:04:46+01"
"a32a0e6a-db5","cad2f92d-b30a-4445-885a-9a20888fb847",20250301,"2025-03",6,"Detractor",-1,"Keeps crashing on mobile","API docs","business","NG","organic_search","2025-03-01 09:40:14+01"
"ebdcc1ec-cb2","cad2f92d-b30a-4445-885a-9a20888fb847",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","Bulk actions","business","NG","organic_search","2025-06-01 16:09:16+01"
"72609215-9d2","b7b1d954-0905-4d47-9a44-723d2bc7a45c",20240901,"2024-09",9,"Promoter",1,"Love the kanban board","API docs","starter","US","organic_search","2024-09-01 07:12:43+01"
"b8194c44-33c","b7b1d954-0905-4d47-9a44-723d2bc7a45c",20241201,"2024-12",7,"Passive",0,"Some bugs occasionally","Bulk actions","starter","US","organic_search","2024-12-01 13:08:37+01"
"112bfbc7-a58","b7b1d954-0905-4d47-9a44-723d2bc7a45c",20250301,"2025-03",9,"Promoter",1,"Saves me hours every week","Mobile app improvements","starter","US","organic_search","2025-03-01 06:51:08+01"
"81f594d5-868","b7b1d954-0905-4d47-9a44-723d2bc7a45c",20250601,"2025-06",7,"Passive",0,"Some bugs occasionally","API docs","starter","US","organic_search","2025-06-01 06:58:09+01"
"32626739-8f1","bf69eb9c-3e97-4d69-b320-6f8d80c7edac",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","","business","NG","organic_search","2024-12-01 02:17:11+01"
"336f16f1-091","bf69eb9c-3e97-4d69-b320-6f8d80c7edac",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","business","NG","organic_search","2025-03-01 23:37:47+01"
"80f9e1c9-88f","bf69eb9c-3e97-4d69-b320-6f8d80c7edac",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","Bulk actions","business","NG","organic_search","2025-06-01 08:30:19+01"
"254f8f58-cea","f6dc302b-06da-4725-ba3c-af2759ee95dd",20240301,"2024-03",9,"Promoter",1,"Great value","","starter","BR","referral","2024-03-01 20:39:33+01"
"66d927c8-a9b","f6dc302b-06da-4725-ba3c-af2759ee95dd",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","Bulk actions","starter","BR","referral","2024-06-01 16:59:18+01"
"030c2d76-286","f6dc302b-06da-4725-ba3c-af2759ee95dd",20240901,"2024-09",7,"Passive",0,"Works well enough","Better reporting","starter","BR","referral","2024-09-01 05:39:36+01"
"023fc776-afc","f6dc302b-06da-4725-ba3c-af2759ee95dd",20241201,"2024-12",9,"Promoter",1,"Love the kanban board","Better reporting","starter","BR","referral","2024-12-01 23:15:39+01"
"45dcaecc-80e","f6dc302b-06da-4725-ba3c-af2759ee95dd",20250301,"2025-03",9,"Promoter",1,"Super easy to use","API docs","starter","BR","referral","2025-03-01 22:32:16+01"
"503feebd-b81","f6dc302b-06da-4725-ba3c-af2759ee95dd",20250601,"2025-06",7,"Passive",0,"Works well enough","","starter","BR","referral","2025-06-01 17:02:52+01"
"c647bd50-9a1","3f191382-6c48-4440-8996-dd363b459c10",20240301,"2024-03",6,"Detractor",-1,"Keeps crashing on mobile","Mobile app improvements","business","US","google_ads","2024-03-01 19:07:17+01"
"1f7073d6-b7b","3f191382-6c48-4440-8996-dd363b459c10",20240601,"2024-06",7,"Passive",0,"Works well enough","Bulk actions","business","US","google_ads","2024-06-01 07:53:01+01"
"34152228-8b8","3f191382-6c48-4440-8996-dd363b459c10",20240901,"2024-09",9,"Promoter",1,"Saves me hours every week","Bulk actions","business","US","google_ads","2024-09-01 05:30:10+01"
"306b2123-6b0","3f191382-6c48-4440-8996-dd363b459c10",20241201,"2024-12",10,"Promoter",1,"Saves me hours every week","More integrations","business","US","google_ads","2024-12-01 19:00:30+01"
"b7742b23-a76","3f191382-6c48-4440-8996-dd363b459c10",20250301,"2025-03",9,"Promoter",1,"Saves me hours every week","Mobile app improvements","business","US","google_ads","2025-03-01 15:13:07+01"
"84259d75-5da","3f191382-6c48-4440-8996-dd363b459c10",20250601,"2025-06",7,"Passive",0,"Works well enough","Mobile app improvements","business","US","google_ads","2025-06-01 20:58:23+01"
"38efc487-4e2","74957c97-164c-426f-b132-657e0a5bd459",20240901,"2024-09",10,"Promoter",1,"Great value","Mobile app improvements","pro","ZA","google_ads","2024-09-01 20:35:59+01"
"90ce8d58-599","74957c97-164c-426f-b132-657e0a5bd459",20241201,"2024-12",9,"Promoter",1,"Saves me hours every week","Better reporting","pro","ZA","google_ads","2024-12-01 20:57:50+01"
"6f41d242-f5f","74957c97-164c-426f-b132-657e0a5bd459",20250301,"2025-03",8,"Passive",0,"Decent price","API docs","pro","ZA","google_ads","2025-03-01 08:46:41+01"
"3c4cd98e-30b","74957c97-164c-426f-b132-657e0a5bd459",20250601,"2025-06",10,"Promoter",1,"Best tool for my team","Bulk actions","pro","ZA","google_ads","2025-06-01 20:09:17+01"
"88f8acc7-9b4","77770188-46d8-4e01-9a74-640a9c38282a",20240901,"2024-09",3,"Detractor",-1,"Support was slow","More integrations","business","CA","organic_search","2024-09-01 06:11:08+01"
"c2daf3ed-1d0","77770188-46d8-4e01-9a74-640a9c38282a",20241201,"2024-12",10,"Promoter",1,"Love the kanban board","API docs","business","CA","organic_search","2024-12-01 21:06:40+01"
"5794feaa-37c","77770188-46d8-4e01-9a74-640a9c38282a",20250301,"2025-03",10,"Promoter",1,"Super easy to use","More integrations","business","CA","organic_search","2025-03-01 04:43:44+01"
"48579d94-888","77770188-46d8-4e01-9a74-640a9c38282a",20250601,"2025-06",8,"Passive",0,"Decent price","More integrations","business","CA","organic_search","2025-06-01 07:53:17+01"
